## Created on Tue Aug 29 17:11:22 2017

## There are two types of impartial referees and two types of selfish referees, plus narcissistic referees. 
## Impartial referees can have moving or fixed standards, and selfish referees can be conscientious or indifferent. 
## Indifferent selfish referees accept manuscripts as low as 90, while conscientious selfish referees reject anything below 114.3 (same as fixed-std impartial refs).
## The fifth type of referee is the narcissist, who rejects papers very different from their own.
## **fc, fr, ff, fd, fn are the proportion of moving-standard, indifferent, fixed-standard, conscientious, and narcissistic referees in the pool, respectively.
## **scen: referee scenario. The four combinations of an impartial and a selfish referee are 
## moving-std x indifferent (cora); 
## fixed-std x indifferent (fara); 
## moving-std x conscientious (code); 
## fixed-std x conscientious (fade).
## **method: the action taken by the editor to mitigate the effect of selfish referees. 
## One of none, revision, tiebreaking, overrule, matching.quality, blacklist (p = 50, 90, 100)
## **Q.accept.avg: average quality of published papers.
## **Rejected: percentage of total manuscript that get rejected.
## **GRP: good rejected papers: percentage of rejected papers above average quality of submitted manuscripts (100).
## **Gini: coeff of the inequality in the reviewing load of different referees.
## **num.refs = number of referees per review event
## **dbn: distribution of average quality among authors (normal or lognormal); also, distribution of quality among papers of the same author

fc fr ff fd fn scen method run Q.accept.avg Rejected GRP Gini num.refs dbn
0.5 0 0 0.5 0 code tiebreak 6 133.194278933991 99.6638403990025 49.2953869866784 NA 2 normal
0.2 0 0 0.8 0 code tiebreak 8 125.988851354098 99.7386533665835 51.8807256870825 NA 2 normal
0.1 0 0 0.9 0 code tiebreak 6 122.510935730348 99.8239401496259 49.063438372796 NA 2 normal
0.3 0 0 0.7 0 code tiebreak 9 126.650548975575 99.5511221945137 48.9914829659319 NA 2 normal
0.3 0 0 0.7 0 code tiebreak 2 126.70537090518 99.6049875311721 50.8051755563122 NA 2 normal
0.4 0 0 0.6 0 code tiebreak 8 128.577650661601 99.4802992518703 51.0598722538078 NA 2 normal
0.3 0 0 0.7 0 code tiebreak 10 129.396157830913 99.6483790523691 49.7444881003028 NA 2 normal
0.3 0 0 0.7 0 code tiebreak 4 128.966460490806 99.6 50.2408637041933 NA 2 normal
0.4 0 0 0.6 0 code tiebreak 4 131.205739824347 99.6428927680798 50.7628238497577 NA 2 normal
0.5 0 0 0.5 0 code tiebreak 5 132.095570129892 99.4852867830424 49.3643090621052 NA 2 normal
0.1 0 0 0.9 0 code tiebreak 4 122.209939828607 99.886783042394 50.8535848566706 NA 2 normal
0.5 0 0 0.5 0 code tiebreak 9 132.691490050203 99.5047381546135 47.5256507290471 NA 2 normal
0.2 0 0 0.8 0 code tiebreak 9 125.112826495324 99.7082294264339 49.5570617512443 NA 2 normal
0.5 0 0 0.5 0 code tiebreak 8 132.765768571586 99.6354114713217 50.2295150899289 NA 2 normal
0.5 0 0 0.5 0 code tiebreak 1 135.032746601194 99.7516209476309 48.7185128148719 NA 2 normal
0.2 0 0 0.8 0 code tiebreak 3 126.404969274858 99.8114713216957 50.5506640949021 NA 2 normal
0.5 0 0 0.5 0 code tiebreak 10 133.18573072509 99.5556109725686 49.3314429710083 NA 2 normal
0.4 0 0 0.6 0 code tiebreak 3 131.470623329738 99.6284289276808 49.960201246527 NA 2 normal
0.3 0 0 0.7 0 code tiebreak 3 132.190130254297 99.7147132169576 49.2982473690529 NA 2 normal
0.5 0 0 0.5 0 code tiebreak 3 132.143166343276 99.6139650872818 50.4911729068824 NA 2 normal
0.2 0 0 0.8 0 code tiebreak 2 125.235709266003 99.6887780548629 50.0445276071164 NA 2 normal
0.5 0 0 0.5 0 code tiebreak 4 131.897159289684 99.4523690773067 51.5441169095596 NA 2 normal
0.3 0 0 0.7 0 code tiebreak 1 128.062137860388 99.5990024937656 51.7196138129958 NA 2 normal
0.4 0 0 0.6 0 code tiebreak 1 128.748123250931 99.583042394015 47.917501402356 NA 2 normal
0.2 0 0 0.8 0 code tiebreak 4 128.029681871178 99.828927680798 46.6538767067852 NA 2 normal
0.5 0 0 0.5 0 code tiebreak 2 130.36879606578 99.6159600997506 50.1131527562209 NA 2 normal
0.3 0 0 0.7 0 code tiebreak 5 127.698711237443 99.6089775561097 50.6599371106972 NA 2 normal
0.1 0 0 0.9 0 code tiebreak 10 120.941702227517 99.7361596009975 50.4473148606548 NA 2 normal
0.1 0 0 0.9 0 code tiebreak 2 120.950970830326 99.7915211970075 51.0035885287032 NA 2 normal
0.2 0 0 0.8 0 code tiebreak 5 126.702255751165 99.8249376558604 50.2075953414706 NA 2 normal
0.3 0 0 0.7 0 code tiebreak 7 129.510024869992 99.6653366583541 49.7630474055317 NA 2 normal
0.1 0 0 0.9 0 code tiebreak 9 121.971876122276 99.845885286783 50.2380226883326 NA 2 normal
0.1 0 0 0.9 0 code tiebreak 8 121.867568875266 99.811970074813 49.6374729541332 NA 2 normal
0.5 0 0 0.5 0 code tiebreak 7 130.099189168828 99.5311720698254 49.2573662056524 NA 2 normal
0.4 0 0 0.6 0 code tiebreak 9 131.720100851876 99.5720698254364 48.2027829815369 NA 2 normal
0.4 0 0 0.6 0 code tiebreak 2 132.292232222372 99.5655860349127 50.8082493024561 NA 2 normal
0.1 0 0 0.9 0 code tiebreak 3 122.470267947925 99.8473815461347 48.0453959659131 NA 2 normal
0.1 0 0 0.9 0 code tiebreak 1 123.243077239475 99.8778054862843 48.5131457391825 NA 2 normal
0.2 0 0 0.8 0 code tiebreak 7 125.669877561154 99.7730673316708 49.8582818865755 NA 2 normal
0.1 0 0 0.9 0 code tiebreak 5 123.929227418969 99.8663341645885 49.4611250948899 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 9 119.407522422838 89.0109725685786 45.5697692010288 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 10 119.457357500949 90.1316708229426 45.1088460218909 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 9 120.061260211754 90.1725685785536 43.7764109825439 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 1 119.949996047403 88.6164588528678 45.4490195637002 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 2 119.48470130743 90.3401496259352 45.8306649294437 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 5 119.403055314623 90.7216957605985 43.475703282627 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 8 119.737804537025 90.7261845386534 42.8320121381373 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 8 119.937689560633 90.4718204488778 45.3312090674546 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 6 119.462763785666 91.4733167082294 45.5562583149768 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 5 119.62164500338 89.5381546134663 44.9639045475814 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 8 119.793217675165 92.2807980049875 46.0904860476806 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 6 119.885108146277 91.9057356608479 44.2109718838016 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 4 119.460318263071 92.9246882793017 47.4816707279109 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 3 119.263566733699 90.1840399002494 43.1553100061387 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 6 119.629900322295 90.4668329177057 44.3849029142271 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 7 119.3210188116 93.6324189526185 44.8988723346455 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 2 119.625674732637 90.6563591022444 44.4092954677993 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 9 119.962575684015 92.4179551122194 46.6216580858941 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 6 119.812319367608 91.3890274314215 43.4327502933392 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 7 119.401956099993 91.5551122194514 46.2264664865336 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 4 119.558760735741 92.7850374064838 44.0075470075363 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 4 119.766804921133 89.8438902743142 45.4026657488467 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 5 119.327173091968 93.5850374064838 45.9651030175124 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 6 119.241186726453 93.9605985037406 45.7102515512949 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 5 119.64237340455 92.0528678304239 45.7727858868914 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 7 119.416547441757 90.831421446384 43.9854598966598 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 9 119.394603201107 92.1336658354115 46.1321510545234 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 10 119.661426288509 88.7945137157107 44.3018990861245 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 2 119.594469576063 89.197506234414 45.4431590071628 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 7 119.949802848464 89.4568578553616 46.6227329241028 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 3 119.701013683633 88.8094763092269 44.0978754710411 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 3 119.784797309801 91.9461346633417 47.406049296997 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 2 119.128187646985 93.6249376558604 47.431253262873 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 3 120.128753764891 91.0518703241895 44.4595993623979 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 5 119.469830579785 89.643391521197 45.6316243358277 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 4 119.600460920921 90.7925187032419 43.7345843473102 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 9 119.606044925034 90.768578553616 44.3214224879252 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 10 119.936984368229 93.2319201995012 45.3608302573156 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 1 119.287665378059 90.3760598503741 44.856073817355 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 1 119.594281392521 91.9955112219451 45.8989108218443 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 10 119.961093077489 91.1496259351621 45.3497852315942 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 4 119.123148932612 90.3426433915212 42.5986960146188 NA 2 normal
0 0 0.999 0.001 0 fade tiebreak 8 120.159267607672 90.2613466334165 43.4565186159338 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 10 119.431289132929 91.971072319202 47.4680318000889 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 1 119.718107525299 93.954114713217 44.0980369257557 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 3 119.829763863718 93.4508728179551 45.7135385255832 NA 2 normal
0 0 0.6 0.4 0 fade tiebreak 8 119.133350721156 93.997506234414 45.800015918075 NA 2 normal
0 0 0.9 0.1 0 fade tiebreak 1 119.807606698371 90.2708229426434 44.0436922974922 NA 2 normal
0 0 0.7 0.3 0 fade tiebreak 2 119.554501925884 90.4249376558603 46.7843708287829 NA 2 normal
0 0 0.8 0.2 0 fade tiebreak 7 119.484364005526 90.9336658354115 44.4762562938099 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 9 119.708883334841 94.6149625935162 46.240702571915 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 3 119.345695171962 96.2623441396509 47.2949027491373 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 7 119.4103873089 97.4399002493765 47.0064033332139 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 6 118.283104115066 99.5331670822943 51.4882443727326 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 9 119.239222261635 96.1635910224439 49.9626571511556 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 1 119.345316421622 97.4438902743142 47.9273192578375 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 5 118.634050000338 99.402493765586 50.3316574846213 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 1 119.784256416318 94.5960099750623 44.2975773073577 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 9 119.182323863097 98.6897755610973 49.0612665699717 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 10 119.114101959805 98.6892768079801 49.7503436565052 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 8 119.177876723732 97.4399002493765 47.5858256512103 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 9 118.501296567534 99.5391521197007 50.0135286808033 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 3 119.975295415631 95.3022443890274 43.5270906055547 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 10 119.662069176008 97.5062344139651 47.6475703324808 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 2 119.218469007879 98.5112219451372 51.6694934561932 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 6 119.193197938709 97.5720698254364 47.7421894168643 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 8 118.902521733138 96.1755610972569 49.1147734815798 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 7 119.211236596252 98.713216957606 47.4722109943411 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 10 118.537643421216 99.4897755610973 49.8022328388737 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 6 119.079724830637 98.7401496259352 48.6730580783335 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 5 119.196482334056 96.3072319201995 48.25320048059 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 4 119.42671325861 94.34463840399 47.9073381933908 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 6 119.151649048179 94.9605985037406 46.8491985125738 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 3 119.269556364313 98.6912718204489 49.8205947158827 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 2 119.386116312091 96.4538653366584 48.5681782925694 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 8 119.766430451232 93.7720698254364 48.1812427864031 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 3 118.741302569661 99.5885286783042 50.3753599599349 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 10 119.04714421382 96.2728179551122 47.3223953125729 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 4 118.508602942299 99.4089775561097 51.2776258686 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 5 119.43939584679 95.7910224438903 44.8138872545702 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 3 118.986047565905 97.5476309226933 50.4011084807984 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 7 119.46188644731 94.5600997506234 48.2380678611552 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 4 118.737087210837 98.7625935162095 48.2478954039764 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 1 118.775352112151 99.4488778054863 51.4365957019985 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 5 119.053123825063 97.6887780548629 47.3548242165562 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 10 119.048513992995 94.8857855361596 46.7268694216961 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 4 119.205564045335 97.4423940149626 48.3370186106505 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 8 119.065460074192 98.7655860349127 50.0679207170812 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 7 119.483966954321 95.9321695760598 48.4007819323712 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 9 119.285411844093 97.5675810473816 49.583637915787 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 4 119.848180927958 96.130174563591 47.2670578652181 NA 2 normal
0 0 0.3 0.7 0 fade tiebreak 2 119.229837858773 97.2982543640898 50.1258438715829 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 8 118.704125738299 99.4678304239402 50.6721555610155 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 1 119.298479865341 98.7271820448878 47.9550184897044 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 6 119.81349551547 95.7790523690773 49.7435390055041 NA 2 normal
0 0 0.4 0.6 0 fade tiebreak 1 119.186536138852 96.5336658354115 47.8212348230431 NA 2 normal
0 0 0.5 0.5 0 fade tiebreak 2 119.339502957101 94.2359102244389 46.8284085676633 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 2 118.653731627635 99.5586034912718 50.0653758485084 NA 2 normal
0 0 0.1 0.9 0 fade tiebreak 7 118.45747576065 99.5890274314215 49.6764758909433 NA 2 normal
0 0 0.2 0.8 0 fade tiebreak 5 118.934486418181 98.6488778054863 49.0143636464753 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 2 107.74020161175 64.5097256857855 35.9365094091633 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 10 108.251328806591 65.2788029925187 35.7056630298585 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 10 112.203042644024 81.7780548628429 42.0870307687616 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 3 111.981277384038 81.3765586034913 43.0326060308899 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 4 109.809682270921 70.7426433915212 40.5269354690882 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 6 112.743804130628 80.8663341645885 42.6966084237404 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 4 125.017889281148 94.1401496259352 48.0299442122161 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 6 109.35368500089 71.530174563591 37.2003514203238 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 3 108.148933956251 64.428927680798 37.0297259637715 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 2 109.590736919282 71.7506234413965 39.2339774781037 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 6 108.222425333082 64.2274314214464 35.5873765297882 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 5 108.629782999313 65.4798004987531 38.8774212222078 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 3 106.838331769956 59.6299251870324 33.888991117282 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 9 127.01962127642 96.0628428927681 48.3697288765667 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 3 125.787764296333 92.9695760598504 47.3219458809897 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 9 106.651656186142 60.6129675810474 32.3066922298381 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 8 124.319522281918 93.0339152119701 46.4137712897986 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 5 106.720044767675 59.7137157107232 33.1573760085529 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 8 110.062362906211 73.696259351621 38.3666867441341 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 10 109.046856023751 71.5496259351621 37.632182465826 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 7 109.950361147832 72.0389027431421 38.2067046068209 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 1 112.460425350005 82.7177057356609 41.4666353128448 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 7 113.386984977014 81.7745635910224 44.1259346905915 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 5 110.385007556169 73.2069825436409 38.1543807058182 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 9 113.040920762093 83.2254364089775 42.2857725014533 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 5 124.603597437439 95.3501246882793 48.0810976215758 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 7 108.165012554931 65.103740648379 38.3788007630254 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 6 129.620905633475 94.6793017456359 48.3085043617514 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 9 107.693818336455 65.45536159601 36.1366372544537 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 4 108.285280298841 65.7805486284289 37.429676245356 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 1 106.296926610979 59.8483790523691 33.0652688422947 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 1 110.280828770396 72.7351620947631 38.9778789582676 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 2 112.927840526745 82.3980049875312 41.9640695365842 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 5 112.693135129141 83.5097256857855 40.2127367308301 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 10 124.403584267098 95.6089775561097 47.5278566062933 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 2 125.555152954087 97.1596009975062 47.4068940735607 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 7 124.380567493441 91.9950124688279 47.2545405258878 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 4 113.294291867087 82.4503740648379 42.9863350129754 NA 2 normal
0.999 0.001 0 0 0 cora match.quality 1 125.956387250203 98.130174563591 48.3540109071873 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 6 107.306948356445 58.5386533665835 35.371048819971 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 10 106.79798293599 59.9102244389027 34.2765567765568 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 2 106.383943072524 59.5840399002494 33.0972829089448 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 8 106.688081465092 58.7057356608479 35.3952678305934 NA 2 normal
0.9 0.1 0 0 0 cora match.quality 8 112.459015244564 83.6807980049875 41.2814399809274 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 1 108.186657711087 64.2513715710723 37.7452959075949 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 3 108.893991652859 72.0997506234414 35.9262589928058 NA 2 normal
0.8 0.2 0 0 0 cora match.quality 9 110.856814354511 73.6109725685785 42.5652144454231 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 7 106.222598648226 59.2309226932668 31.1667424510349 NA 2 normal
0.6 0.4 0 0 0 cora match.quality 4 107.721136281647 60.0379052369077 35.5070778228218 NA 2 normal
0.7 0.3 0 0 0 cora match.quality 8 107.9018901086 65.5486284289277 33.813962335933 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 4 103.770239695658 47.2054862842893 33.3227677580906 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 4 104.870460887505 49.2947630922693 32.260512363916 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 4 105.501166119415 55.5316708229426 32.1902982728734 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 2 105.274445507829 53.7471321695761 31.6026836669358 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 3 103.824053600464 42.7665835411471 36.7744644127491 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 4 103.142422059843 40.101246882793 36.8754897205328 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 6 102.691267978853 40.9042394014963 37.3684659749064 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 9 102.962031238459 43.6872817955112 33.8759946571073 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 6 102.723673999917 44.5042394014963 33.2698277504455 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 10 103.954997064638 46.85536159601 32.9469370376284 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 3 102.20318115063 41.1990024937656 38.5695607960874 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 10 105.685460375852 54.9087281795511 31.596301275297 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 6 103.722939109064 46.1596009975062 32.8103727714749 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 5 103.515048251013 44.4528678304239 34.3292792388475 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 5 104.062830780712 46.3630922693267 33.3623787086641 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 5 102.504538188561 41.686783042394 37.8526476992654 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 6 105.321937051917 55.7925187032419 32.0746620896803 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 6 104.844331338574 50.214463840399 32.696662693683 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 7 104.356764204757 46.3526184538653 33.5506848725481 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 8 105.950439500424 55.4154613466334 30.622457428808 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 3 104.27281869982 46.0418952618454 33.5691227766103 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 2 104.066991704965 47.8738154613466 31.7657599466594 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 1 106.298485926703 53.9935162094763 33.9626998716018 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 2 103.091620676683 44.3192019950125 33.3693450371371 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 2 102.858982312597 41.6847880299252 35.0750197420374 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 1 103.006561992334 41.6379052369077 35.2630444156964 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 10 102.859164835477 41.1172069825436 36.8110140708394 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 8 103.357770423556 44.0473815461347 35.0959633131405 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 10 103.098107372105 43.8114713216958 33.4282006329546 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 8 104.871570209961 50.8044887780549 32.1578983536711 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 7 104.687146725251 50.8004987531172 30.0161994992882 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 5 104.398757573766 50.3605985037406 30.9825398869005 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 10 104.28639041469 50.4234413965087 30.6936764953165 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 9 105.892605068033 53.7316708229426 32.8723127761482 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 1 104.980911096657 49.2932668329177 33.1215282344966 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 3 104.700979732733 50.8837905236908 31.3785262002313 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 9 104.97676787585 50.4498753117207 31.5406516925024 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 4 103.388868611154 43.7092269326683 34.9612606547463 NA 2 normal
0.4 0.6 0 0 0 cora match.quality 2 104.529470559522 49.7436408977556 31.518208069303 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 8 102.225445011749 40.9271820448878 36.6224302026591 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 9 102.434718674097 40.2658354114713 37.9658875552748 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 9 103.552759998203 47.5147132169576 32.5002361783199 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 7 103.184922490538 43.4483790523691 35.8702389971761 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 5 105.517065655157 54.185536159601 31.6516632609856 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 1 104.00677463797 46.484289276808 33.6401969935945 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 7 105.283159850016 54.2738154613466 31.2188128911311 NA 2 normal
0.3 0.7 0 0 0 cora match.quality 8 103.988096913398 46.826433915212 33.7181931470811 NA 2 normal
0.2 0.8 0 0 0 cora match.quality 1 103.606473939132 43.5915211970075 34.7421654214483 NA 2 normal
0.5 0.5 0 0 0 cora match.quality 3 105.305087736355 54.2199501246883 33.4621151493409 NA 2 normal
0.1 0.9 0 0 0 cora match.quality 7 102.90208086292 40.1720698254364 40.0484201378112 NA 2 normal
0 0.001 0.999 0 0 fara match.quality 1 119.280560322785 89.5346633416459 44.5378432126205 NA 2 normal
0 0.001 0.999 0 0 fara match.quality 4 119.806588362083 89.5581047381546 43.2542157670803 NA 2 normal
0 0.001 0.999 0 0 fara match.quality 7 119.468498798991 89.0733167082294 45.7271322343666 NA 2 normal
0 0.2 0.8 0 0 fara match.quality 3 108.69600576604 80.869825436409 43.918368857312 NA 2 normal
0 0.1 0.9 0 0 fara match.quality 8 112.614226203346 84.7187032418953 43.0010420284821 NA 2 normal
0 0.001 0.999 0 0 fara match.quality 8 119.465543430891 89.1042394014963 46.8380220985816 NA 2 normal
0 0.3 0.7 0 0 fara match.quality 5 106.752992028328 75.3865336658354 41.8868673503143 NA 2 normal
